id,title,comb_feat
69640,Lies in Plain Sight,Drama Mystery Thriller suicide family secrets blind woman director 4.5
371085,Sharkskin, 0.0
347548,Containment,Thriller Horror Science Fiction Bright Cold Day Films Patchwork Productions Bandoola Productions 5.1
322443,The Timber,Adventure Drama Western ANA Media 4.1
657,From Russia with Love,Action Thriller Adventure venice london england terror england assassination spy assassin istanbul russia secret mission secret organization secret intelligence service kgb orient express zagreb gondola phantom villain duringcreditsstinger United Artists Eon Productions Danjaq 6.9
28165,The Toxic Avenger Part II,Comedy Horror Action japan new jersey sequel superhero gore spoof cult film Troma Entertainment 5.3
11561,Sleeper,Comedy Romance Science Fiction sex revolution future dystopia government control satire independent film robot tyranny cyrogenics anarchic comedy Rollins-Joffe Productions 7.0
270303,It Follows,Horror Thriller chase supernatural friends vision school young adult followed Northern Lights Films Animal Kingdom Two Flints 6.6
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy transsexuality perversity sperm orgasm sodomy sexology homosexuality aphrodisiac anarchic comedy United Artists 6.6
595,To Kill a Mockingbird,Crime Drama black people based on novel brother sister relationship becoming an adult isolation arbitrary law socially deprived family tree house wrong accusal farm worker intolerance exclusion court case defence right and justice court child Universal Pictures 8.0
8810,Mad Max 2: The Road Warrior,Adventure Action Thriller Science Fiction explosive boomerang pilot chase post-apocalyptic dystopia deal survivor feral child australia community ex-cop truck sequel independent film oil wasteland gang rape violence dog desolate oil refinery disfigurement mask music box oil tanker wanderer ozploitation motorcycle gangs Kennedy Miller Productions 7.3
12207,The Legend of Drunken Master,Action Comedy father son relationship martial arts showdown fistfight friendship duel Paragon Films Ltd. Golden Harvest Company Ltd. 7.2
226,Boys Don't Cry,Crime Drama rape sex identity small town love friends murder romance true transgender anger woman director nebraska small town murder transphobia gender identity Fox Searchlight Pictures The Independent Film Channel Productions IFC Films Killer Films Hart-Sharp Entertainment 7.2
92182,Silent House,Horror Mystery supernatural remake suspense beer bottle real time candelabra reference to facebook padlock woman director Elle Driver Tazora Films 5.2
582,The Lives of Others,Drama Thriller germany berlin suicide berlin wall corruption german democratic republic stasi blackmail cold war soviet union nudity propaganda freedom of speech house search artists' life spying arts government interrogation surveillance minister for education heartbreak east germany communism mfs Arte Wiedemann & Berg Filmproduktion Creado Film Bayerischer Rundfunk (BR) 7.9
72213,Courageous,Drama father faith TriStar Pictures Provident Films Affirm Films Sherwood Pictures Alabama Production Group 6.8
990,The Hustler,Drama suicide gambling manager alcohol based on novel bar billard hustler sport party pool money game drunk player Twentieth Century Fox Film Corporation Rossen Films 7.6
55604,Boom Town,Adventure Drama Romance partnership oil oil tycoon wildcatter oil field Metro-Goldwyn-Mayer (MGM) 6.5
9662,The Triplets of Belleville,Adventure Animation Comedy Drama france kidnapping boy biker tour de france mafia dog triplet band singer silent film old woman Sony Pictures Classics Production Champion Vivi Film 7.3
20862,Smoke Signals,Drama Comedy Miramax Films ShadowCatcher Entertainment 6.6
2771,American Splendor,Comedy Drama biography independent film v.a. hospital junk sale jellybean greeting card file clerk garage sale comic book art neurotic woman director 7.1
80,Before Sunset,Drama Romance paris journalist dialogue talking soulmates walking bookshop love of one's life author Castle Rock Entertainment Detour Film Production Warner Independent Pictures (WIP) 7.6
55,Amores perros,Drama Thriller homeless person mexico city daughter secret love dogfight money dog nonlinear timeline multiple storylines new mexican cinema Altavista Films Zeta Film 7.6
11023,Thirteen,Crime Drama cheating dysfunctional family teen angst underage drinking domestic violence makeover drug overdose teacher student relationship street life movie theater razor blade tattoo shop peer pressure shoe store overachiever reference to jack black flunking out of school promiscuous mother glue sniffing woman director Fox Searchlight Pictures Sound for Film Working Title Films Antidote Films (I) 6.7
33667,Gentleman's Agreement,Drama Romance anti semitism soldier Twentieth Century Fox Film Corporation 6.8
39013,Winter's Bone,Drama father court bail drug trade girl aftercreditsstinger duringcreditsstinger woman director Anonymous Content Winter's Bone Productions 6.8
11194,Touching the Void,Documentary Action Adventure wound mountaineer peru sport glacier climbing rescue snow cordillera huayhuash Darlow Smithson Productions UK Film Council PBS Film4 7.6
43839,Alexander's Ragtime Band,Drama Music Romance dance ragtime concert tour Twentieth Century Fox Film Corporation 4.8
1382,Me and You and Everyone We Know,Comedy Drama brother brother relationship playground independent film sex talk art gallery separation self mutilation shoe salesman chat session female artist meeting on the internet hope chest woman director IFC Films 7.0
44639,Inside Job,Documentary corruption capitalism globalization bank banker fraud wall street finances global economy banking crisis money economics financial crisis stock market corporation Sony Pictures Classics Sony Pictures Home Entertainment 7.7
301351,We Are Your Friends,Drama Music Romance dj Working Title Films 6.3
4816,Ghost Dog: The Way of the Samurai,Crime Drama deportation hitman mission of murder book code telescope beating mafia park pigeon hagakure ice cream haitian cd player rouge arm sling racial slur Bac Films Pandora Filmproduktion Degeto Film ARD JVC Entertainment Networks Canal+ Plywood Productions 7.2
7873,Harsh Times,Crime Drama Thriller Action watching a movie playing pool vinegar The Weinstein Company 6.3
331190,Captive,Crime Drama Thriller hostage based on true story murder independent film single mother drug drug addict recovering drug addict auto theft based on true events Itaca Films BN Films Brightside Entertainment 1019 Entertainment Yoruba Saxon Productions 5.6
15186,Full Frontal,Comedy Drama Romance independent film Miramax Films Populist Pictures Monophonic Inc. 4.8
17994,Witchboard,Horror ax possession psychic power ouija ouija board evil spirit 5.9
1378,Shortbus,Romance Drama Comedy gay new york free love swinger club transsexuality sex heterosexual suicide attempt eroticism group sex orgasm sex therapy video dominatrix homosexuality unsimulated sex Fortissimo Films Process Productions Q Television 6.3
8885,Waltz with Bashir,Drama Animation War israel palestine middle east lebanon nightmare middle east conflict Les Films d'Ici Bridgit Folman Film Gang Razor Film Produktion 7.8
48382,"The Book of Mormon Movie, Volume 1: The Journey", 5.0
12901,No End in Sight,Documentary white house occupying power independent film incompetence irak superpower warfare 7.2
250124,The Diary of a Teenage Girl,Drama Romance 1970s teenage girl older man younger woman relationship based on graphic novel teenage sexuality woman director Caviar Films Cold Iron Pictures Archer Gray 6.8
14284,In the Shadow of the Moon,Documentary nasa space mission rocket moon landing space astronaut apollo s Film4 Passion Pictures Discovery Films 7.6
57120,Meek's Cutoff,Drama Western gold oregon thirst tree settler family relationships native american salt lake city pioneer woman director Film Science Evenstar Films Oscilloscope Laboratories 6.5
12228,Inside Deep Throat,History Documentary usa 1970s sexual revolution unsimulated sex 6.8
22617,Dinner Rush,Drama Action Thriller Access Motion Picture Group Giraldi-Suarez-DiGiaimo Productions 7.1
55561,Clockwatchers,Comedy Drama independent film woman director 5.6
42889,The Virginity Hit,Comedy loss of virginity teenage boy teen comedy teenage sexuality found footage sex comedy virginity Gary Sanchez Productions Principato-Young Entertainment 4.6
10656,Subway,Action Thriller paris culture clash subway metropolis blackmail document criminal socialite punk band Gaumont 6.3
24363,House of D,Comedy Drama self-discovery friendship Tribeca Productions Bob Yari Productions Southpaw Entertainment Jeff Skoll Productions 6.1
13121,Teeth,Comedy Horror Teeth 5.2
24746,Six-String Samurai,Action Adventure Science Fiction independent film HSX Films 5.8
325140,Hum To Mohabbat Karega, 0.0
12109,It's All Gone Pete Tong,Drama Comedy Music disc jockey loss of family cocaine comeback recording studio british ibiza based on true story disabled 7.1
27023,Saint John of Las Vegas,Comedy independent film aftercreditsstinger 5.9
22913,24 7: Twenty Four Seven,Comedy Drama Romance transporter sport friends nottingham Scala Films 6.3
273899,Stonewall,Drama stonewall riot Centropolis Entertainment Mel's Cite du Cinema 5.2
20653,Roadside Romeo,Animation Family Foreign Walt Disney Pictures Yash Raj Films Walt Disney Studios Motion Pictures Disney World Cinema 6.7
67373,This Thing of Ours,Drama Action Thriller heist mafia internet 5.0
171759,The Lost Medallion: The Adventures of Billy Stone,Adventure Family Kaos Entertainment 5.6
206296,The Last Five Years,Comedy Drama Music Romance wife musical marriage divorce Lucky Monkey Pictures Sh-K-Boom Records Grand Peaks Entertainment Radius-TWC 5.5
35219,The Missing Person,Comedy Drama Mystery Thriller detective independent film train alcoholic missing person Strand Releasing The 7th Floor Apropos Films 6.4
28260,Return of the Living Dead 3,Comedy Science Fiction Romance Horror gang zombie Ozla Productions 5.9
7515,London,Drama Action Romance new york celebration Destination Films Silver Nitrate Films National Film and Television School (NFTS) LHR Productions Inc. 6.1
13075,Sherrybaby,Drama independent film mother daughter relationship woman director Red Envelope Entertainment 6.3
335866,Circle,Horror Science Fiction survival execution stranger no memory Votiv Films Taggart Productions 6.0
13510,Eden Lake,Horror Thriller beach wife husband relationship lake camping rottweiler sadism forest revenge survival fear violence couple gang violence teenage killer Aramid Entertainment Fund Rollercoaster Films 6.7
215881,Plush,Thriller woman director Blumhouse Productions IM Global Octane Reliance 5.4
18238,Lesbian Vampire Killers,Horror Comedy female nudity horror dark comedy female homosexuality female vampire AV Pictures 5.3
22600,Gangster's Paradise: Jerusalema,Drama Action Crime Foreign hearing gang of thieves organized crime Muti Films 6.8
12612,Freeze Frame,Thriller Drama Crime loss of family camcorder alibi suspect murder 6.9
50698,Grave Encounters,Thriller Horror camcorder reality insane asylum paranormal haunting psychiatric hospital ghost hunting paranormal investigation labyrinth mental asylum found footage Darclight Twin Engine Films Digital Interference Productions 6.1
115210,Stitches,Horror slapstick teen angst slaughter dark comedy supernatural being killer clown revenge killing Bórd Scannán na hÉireann Irish Film Board Fantastic Films MPI Media Group Tailored Films Solid Entertainment 5.5
34335,Nine Dead,Crime Drama Horror Thriller kidnapping murder suspense Hartbreak Films 5.2
459488,"To Be Frank, Sinatra at 100",Documentary music actors legendary perfomer classic hollywood frank sinatra singers Eyeline Entertainment 0.0
11302,Bananas,Comedy revolution political activism loser United Artists Jack Rollins & Charles H. Joffe Productions 6.7
119458,Supercapitalist,Thriller 3.5
20406,Rockaway,Action Adventure Drama Rockaway the Movie Off Hollywood Pictures Panamax Films Crook Brothers Productions 5.8
3766,The Lady from Shanghai,Crime Drama Mystery new york san francisco aquarium shanghai yacht romantic rivalry insurance fraud court blonde suspense classic noir film noir Columbia Pictures Corporation Mercury Productions 7.2
18616,No Man's Land: The Rise of Reeker,"Horror Thriller sheriff robber burned alive gore serial killer grim reaper desert held at gunpoint death taser hit by a car exploding gasoline station flashback Institution, The 4.4"
18808,Highway,Action Adventure Drama road movie Alex Entertainment Inc. 5.6
95755,Small Apartments,Comedy Crime Deviant Films Morocco Junction Pictures 1812 Productions 5.7
198062,Coffee Town,Comedy coffee shop slacker thirty something carefree 6.7
188652,The Ghastly Love of Johnny X,Comedy Fantasy Music 6.6
174311,All Is Bright,Comedy Drama christmas tree salesman french canadian Sidney Kimmel Entertainment Touchy Feely Films GreenStreet Films 5.3
12602,The Torture Chamber of Dr. Sadism,Mystery Horror History snake cut-off arm pit revitalization descendant count surrealism Constantin Film Produktion 6.3
153795,Straight A's,Comedy Drama brother brother relationship drug addiction sister-in-law Nu Image Films Millennium Films The Group Films 5.2
17768,A Funny Thing Happened on the Way to the Forum,Comedy Music virgin ancient rome freedom sondheim slave based on stage musical slave owner United Artists Melvin Frank Production 6.1
13516,Slacker Uprising,Documentary presidential elections 5.9
98549,The Legend of Hell's Gate: An American Conspiracy,Action Adventure History Western based on real events Silver Sail Entertainment 4Go West Productions Flatiron Pictures 3.9
312793,The Walking Deceased,Science Fiction Comedy spoof zombie Splendid Film 4.2
309919,The Curse of Downers Grove,Thriller Mystery Horror Drama self-defense car mechanic graduation high school shooting party murder curse blood teenager attempted rape aftercreditsstinger Myriad Pictures AliBella Pictures Bystander Films Management Production Entertainment (MPE) Mangrove Media 4.4
299553,Shark Lake,Thriller lake shark attack FLF Films Bottom Line Entertainment Parkside Pictures 4.4
21309,River's Edge,Crime Drama sex police friends murder Hemdale Film Island 6.7
32235,Northfork,Fantasy Drama Science Fiction 6.7
329540,The Marine 4: Moving Target,Thriller Action WWE Studios 5.8
26388,Buried,Drama Thriller Mystery isolation coffin race against time buried alive survival terrorism danger cell phone desert psychological aftercreditsstinger captivity chases and races mind and soul confined Studio 37 Versus Entertainment The Safran Company Dark Trick Films 6.6
49020,Submarine,Drama Comedy Romance beach wales friendship bullying teenage girl loss of virginity Film4 Film Agency for Wales Red Hour Films Warp (Submarine) Warp Films 7.4
159037,The Square,Documentary Drama History woman director Roast Beef Productions Worldview Entertainment Noujaim Films 7.8
12838,One to Another,Drama france musician investigation sadomasochism independent film relationship incest bisexual Région Provence Côte d'Azur La Fabrique de Films Canal+ Toloda Centre National de la Cinématographie (CNC) Soficinéma 2 5.8
157293,ABCD (Any Body Can Dance),Drama Music underdog competition dance musical drama UTV Motion Pictures 5.6
14048,Man on Wire,Thriller Documentary Crime History judge juggler passion reality street artist jail independent film fame hiding tower UK Film Council Red Box Films Discovery Films BBC Storyville Wall to Wall 7.5
356987,Abandoned,Drama Thriller supervivencia Making Movies 5.8
295886,Brotherly Love,Drama 6.9
38358,The Last Exorcism,Horror Drama Thriller exorcism fraud evil spirit human sacrifice mockumentary preacher satanic ritual found footage satanic cult Strike Entertainment StudioCanal Arcade Pictures 5.6
33511,Nowhere Boy,Drama musician musical biography teenager dark past hit by a car new brighton england woman director 1950s aspiring musician Ecosse Films UK Film Council Film4 Lipsync Productions Aver Media North West Vision 7.2
702,A Streetcar Named Desire,Drama southern usa rape sister sister relationship loss of sense of reality brother-in-law violent husband new orleans middle aged woman brother-in-law sister-in-law relationship light bulb expectant father off screen rape Charles K. Feldman Group Warner Bros. 7.6
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama Comedy War usa president general cold war strategic air command nuclear missile war room bomber pilot nuclear weapons ex nazi doomsday device absurdism Hawk Films Columbia Pictures Corporation 8.0
542,The Crime of Padre Amaro,Drama Romance heart attack drug traffic drug crime mexican province celibacy priest pregnancy catholicism new mexican cinema Instituto Mexicano de Cinematografía Alameda Films Cinecolor-México Cinecolor-Argentina Artcam y Fonds Sud Cinéma 6.2
84175,Beasts of the Southern Wild,Drama Fantasy refugee camp hurricane fantasy flooding global warming drama bayou crab storm celebration auroch tough love defrost levee prehistoric creature lost mother melting ice caps shrimp salt water explosives crawfish shrimping submerged grits african american child wild man Journeyman Pictures Court 13 Pictures Cinereach 6.8
1705,Battle for the Planet of the Apes,Action Science Fiction post-apocalyptic dystopia ape Twentieth Century Fox Film Corporation Apjac International 5.5
62677,Songcatcher,Drama Music musical independent film woman director Rigas Entertainment ErgoArts 5.6
50875,Higher Ground,Drama Thriller baby wife husband relationship christian faith independent film evangelical christianity woman director 5.3
260778,Vaalu,Comedy Romance teenage love Nic Arts Simbu Cine Arts 6.7
58492,The Greatest Movie Ever Sold,Comedy Documentary comedian comedy duringcreditsstinger Snoot Entertainment 6.4
44562,Ed and His Dead Mother,Comedy chainsaw macabre uncle nephew relationship 5.5
37232,Travellers and Magicians,Adventure Drama Foreign illusion independent film bhutan story in story weaver storytelling Prayer Flag Pictures 6.8
4929,Hang 'em High,Western prison judge marshal death penalty oklahoma widow cattle drive hanging law man lynching search party United Artists 6.7
36334,Deadline - U.S.A.,Crime Drama Twentieth Century Fox Film Corporation 6.9
9783,Sublime,Horror Thriller nurse psychology suspense blood hospital Raw Feed 5.3
386826,A Beginner's Guide to Snuff,Thriller Comedy Horror snuff 0.0
205126,Independence Daysaster,Action Science Fiction ufo extraterrestrial spaceship alien Independence Day Productions 4.2
98557,Dysfunctional Friends,Comedy Romance 5.0
104,Run Lola Run,Action Drama Thriller berlin casino nun red hair running homeless person supermarket ambulance subway daughter money fate X-Filme Creative Pool Westdeutscher Rundfunk (WDR) 7.2
10894,May,Drama Horror Thriller Romance difficult childhood psychoterror murder loneliness artificial A Loopy Production LLC 2 Loop Films 6.3
246449,Against the Wild,"Adventure Family cave plane wreck salmon bears northern canada wolves alaskan malamute dove ""family-approved"" Against the Wild Films 4.9"
32579,Under the Same Moon,Drama independent film woman director The Weinstein Company Fidecine Creando Films Potomac Pictures 7.0
1688,Conquest of the Planet of the Apes,Action Science Fiction circus pet human being dystopia insurrection army ape Twentieth Century Fox Film Corporation APJAC Productions 6.1
1999,In the Bedroom,Drama Thriller age difference fishing arbitrary law conductor ex husband single independent film Miramax Films GreeneStreet/SKE Films 6.4
43947,I Spit on Your Grave,Thriller Crime Horror rape fondling revenge writer strangulation female writer garden shears rape and revenge Anchor Bay Films Cinetel Films Family of the Year Productions 6.3
24066,"Happy, Texas",Comedy Crime small town texas con man fraud independent film mistaken identity in the closet fish out of water escaped convict stolen identity small town sheriff ruse beauty pageant confidence man small town thieves gender stereotypes gay couple Miramax Films Marked Entertainment 5.5
9709,My Summer of Love,Drama Thriller Romance england brother sister relationship becoming an adult northern england female friendship moped lesbian relationship homosexuality summer tomboy lgbt 6.0
191714,The Lunchbox,Drama Romance UTV Motion Pictures 7.3
25312,Yes,Drama Romance woman director GreeneStreet Films UK Film Council Studio Fierberg Adventure Pictures 5.9
34106,You Can't Take It With You,Comedy Romance monopoly tycoon house love friends eccentric secretary free spirit rich snob stenographer Columbia Pictures 7.2
11426,From Here to Eternity,War Drama Romance hawaii harassment pearl harbor bombing military life army base Columbia Pictures Corporation 7.2
13909,She Wore a Yellow Ribbon,Western captain fort retirement attack cavalry RKO Radio Pictures 7.1
206284,Grace Unplugged,Drama Music christian Coram Deo Studios Birchwood Pictures 6.0
27455,Foolish,Comedy Drama independent film sexual humor drug humor No Limit Films Shooting Star Pictures 6.3
66468,N-Secure,Drama Crime Thriller 4.3
7973,Caramel,Drama Comedy Romance women hairdresser sister sister relationship new love unexpected happiness virgin beauty dressmaker cosmetics and hygiene strafzettel wedding police officer existence woman director Bac Films Les Films des Tournelles Les Films de Beyrouth Roissy Films Sunnyland Arte France Cinéma Centre National de la Cinématographie (CNC) Fonds Sud Cinéma Ministère de la Culture et de la Communication Ministère des Affaires étrangères et du Développement International Cinéfondation Ministère Libanais de la Culture 6.8
283686,Out of the Dark,Thriller Horror Participant Media Imagenation Abu Dhabi FZ Dynamo Apaches Entertainment XYZ Films Cactus Flower Producciones Fast Producciones 4.6
15976,The Bubble,Drama Romance gay Metro Productions Israeli Film Fund Keshet Hot Uchovsky Fox Ronen Ben-Tal Films Feingold Productions 7.6
592,The Conversation,Crime Drama Mystery san francisco paranoia audio tape wiretap shadowing Paramount Pictures The Coppola Company The Directors Company 7.5
74084,Dil Jo Bhi Kahey...,Romance Entertainment One Pvt. Ltd. 0.0
1651,Mississippi Mermaid,Crime Drama Romance exotic island secret love of one's life plantation marriage mail order bride french noir Les Films du Carrosse Les Productions Artistes Associés Produzioni Associate Delphos 6.7
25428,I Love Your Work,Drama Mystery 6.5
298584,Cabin Fever,Horror vacation remake woods burned alive murder gore marijuana blood teenager cabin in the woods disease dog flesh eating virus Armory Films Pelican Point Media Contend 4.4
10758,Waitress,Comedy waitress unwillingly pregnant woman director Night and Day Pictures 6.7
11690,Bloodsport,Action martial arts biography sport sensei mixed martial arts hong kong Cannon Films 6.6
3083,Mr. Smith Goes to Washington,Comedy Drama corruption washington d.c. senate senator governor politician camp conservative usa politics political drama Columbia Pictures 7.9
9344,Kids,Drama Crime puberty first time Miramax Films 6.8
10707,The Squid and the Whale,Comedy Drama childhood memory uniform independent film private tryst Destination Films Samuel Goldwyn Films Sony Pictures International 6.9
15647,Kissing Jessica Stein,Comedy jew based on play independent film gay relationship lesbian bisexual bisexual woman Fox Searchlight Pictures Eden Wurmfeld Films Cineric Michael Alden Productions Brad Zions Films 5.9
308529,Kickboxer: Vengeance,Action Drama martial arts kickboxing martial arts tournament reboot thai boxing Radar Pictures Headmon Entertainment & Productions 4.5
4174,Spellbound,Drama Mystery Thriller amnesia insane asylum suspense Selznick International Pictures 7.3
20156,Exotica,Drama Mystery secret nightclub pet shop independent film unhappiness Miramax Films Alliance Entertainment Ego Film Arts 6.5
9464,Buffalo '66,Romance Comedy Crime Drama prison gambling compulsive gambling 7.1
49018,Insidious,Horror Thriller medium evil spirit house warming aftercreditsstinger Alliance Films IM Global Stage 6 Films Haunted Movies 6.8
13820,Repo Man,Comedy Crime Science Fiction Thriller california cocaine future punk theory music police cult rocker ufo surrealism alien independent film conspiracy torture scientist violence killer cult film repossession Edge City 6.7
18079,Nine Queens,Crime Drama Thriller hotel con man stamp police partner money scam grifter convenience store swindle rare stamps Naya Films S.A. Patagonik Film Group 7.4
127918,The Gatekeepers,Documentary israel army intelligence agency shin bet Les Films du Poisson Cinephil RTBF Arte France NDR 6.5
17113,The Ballad of Jack and Rose,Drama female nudity runaway commune egg independent film arson incest illness environmentalism diabetic face slap peeping tom scythe woman director Elevation Filmworks Initial Entertainment Group (IEG) IFC Productions Jack and Rose Productions 6.5
129139,The To Do List,Comedy Romance sex sexuality irony sarcasm naivety black humor swimming pool teenage girl sexual humor summer love interest summer vacation father daughter relationship attraction high school student teenage sexuality clumsiness lifeguard immaturity awkwardness list woman director public pool female sexuality virginity 1990s 3 Arts Entertainment The Mark Gordon Company 5.5
507,Killing Zoe,Action Crime Drama Thriller paris prostitute robbery drug abuse aids bank jazz hostage night life kidnapping vault junkie bank robber heroin friendship murder independent film pistol violence drug bank robbery illegal prostitution hoodlum Live Entertainment 6.1
4012,The Believer,Drama bomb jewry world war ii jewish life jew synagogue anti semitism independent film bomb planting Fuller Films Seven Arts Pictures 6.8
14054,Snow Angels,Drama Romance suicide depression small town family relationships young love Crossroads Films 6.5
323271,Unsullied,Thriller Action Horror 3.0
10972,Session 9,Horror Mystery schizophrenia lunatic asylum psychology relation coin tape recorder pot smoking cell phone walkie talkie security guard asbestos multiple personality tunnel lobotomy hazmat suit October Films USA Films Scout Productions 6.2
13066,I Want Someone to Eat Cheese With,Comedy Romance independent film 5.7
66025,Mooz-lum,Drama independent film 4.5
11908,Hatchet,Comedy Horror new orleans alligator male friendship ax swampf serial killer ArieScope Pictures 5.7
3082,Modern Times,Drama Comedy factory ambulance invention tramp great depression industrial revolution slapstick machine pardon guilty United Artists Charles Chaplin Productions 8.1
39541,Stolen Summer,Drama Family Comedy 6.4
1961,My Name Is Bruce,Comedy Horror parody parallel world Dark Horse Entertainment Image Entertainment 5.9
51820,The Salon,Comedy independent film 3.5
291362,Road Hard,Comedy road trip stand-up comedy romantic comedy travel Sontalia 6.6
30082,Forty Shades of Blue,Drama Romance independent film Charlie Guidance Flux Films High Line Productions Tiny Dancer Films 6.0
72913,Amigo,Drama History War ambush rebel rain village arrest friendship gun battle soldier american Anarchist's Convention Films 6.0
23963,Pontypool,Horror Mystery Science Fiction disc jockey radio station winter survival zombie fear ontario canada radio broadcast talk radio zombie apocalypse trapped in building Ponty Up Pictures Shadow Shows 6.6
29406,Trucker,Drama california sex bar motel highway reunion cancer independent film violence anger divorcee drunk trucker americana traffic Plum Pictures Hanson Allen Films Hart-Lunsford Pictures 6.8
361505,Me You and Five Bucks,Romance Comedy Drama 10.0
104755,The Lords of Salem,Horror Thriller witch coven salem massachusetts satanic Alliance Films Blumhouse Productions IM Global Automatik Entertainment Haunted Movies 5.1
253306,Housebound,Horror Comedy Thriller haunted house father-in-law superstition house arrest basement mystery plot twist exploding head security guard garden shears dentures home detention Semi-Professional 6.5
29595,Wal-Mart: The High Cost of Low Price,Documentary usa capitalism department store protest community middle class big business retail trade consumerism business economics corporation walmart Brave New Films 6.9
46729,Fetching Cody,Comedy Drama Fantasy Romance Science Fiction independent film Cheap and Dirty Productions Inc. 6.8
294600,Last I Heard,Drama Comedy 6.0
137347,Closer to the Moon,Comedy Drama bank robbery Mandragora Movies Agresywna Banda Denis Friedman Productions 6.4
290370,Mutant World,Science Fiction winter mutant post-apocalyptic dystopia meteor politics of scarcity Nomadic Pictures 2.6
426469,Growing Up Smith,Comedy Family Drama 7.4
356841,Checkmate,Thriller Action Crime Status Media & Entertainment Puppy Entertainment 4.2
301325,#Horror,Drama Mystery Horror Thriller AST Studios Lowland Pictures 3.3
347755,Wind Walkers,Action Horror Thriller 7.5
408,Snow White and the Seven Dwarfs,Fantasy Animation Family poison witch becoming an adult sadness queen attempted murder dying and death appearance princess candlelight vigil snow white Walt Disney Productions 6.9
44413,The Holy Girl,Drama Foreign hotel teenage girl doctor woman director spanish movie R&C Produzioni Teodora Film La Pasionaria S.r.l. 6.8
39209,Shalako,Western native american gunfighter hunting party Central Cinema Company Film Palomar Pictures International Kingston Film Productions Ltd. 5.4
48463,Incident at Loch Ness,Adventure Comedy Horror 5.9
394047,The Dog Lover,Drama undercover dog animal welfare animal rights organization puppy mill animal rescues college intern ESX Productions ESX Entertainment 5.3
312791,GirlHouse,Horror Thriller female nudity sex shower sauna nudity security camera house webcam website murder lesbian masked killer slasher undressing violence home invasion masked man internet chat sex scene internet porn security guard disfigured face porn actress skirt college student rubber mask Brookstreet Pictures 5.2
266034,The Blue Room,Drama Crime Thriller murder suspense love affair police interrogation murder trial Alfama Films 6.2
280381,House at the End of the Drive,Thriller Horror ghost story Allure Entertainment 0.0
2661,Batman,Family Adventure Comedy Science Fiction Crime submarine dc comics missile shark attack rescue shark shark repelent black cat super powers Twentieth Century Fox Film Corporation DC Comics William Dozier Productions Greenlawn Productions 6.1
100,"Lock, Stock and Two Smoking Barrels",Comedy Crime ambush alcohol shotgun tea joint machismo cocktail rifle marijuana cockney accent pot smoking hatchet antique cardsharp anger carjacking piano strip show high stakes Handmade Films Ltd. Summit Entertainment PolyGram Filmed Entertainment SKA Films The Steve Tisch Company 7.5
218500,The Ballad of Gregorio Cortez,Western Moctesuma Esparza Productions 0.0
309,The Celebration,Drama suicide father son relationship child abuse sexual abuse depression parents kids relationship secret birthday twin sister hotelier country house daughter dogme 95 family reunion lecture child Nordic Film Sveriges Television (SVT) Nimbus Film Productions 7.7
27845,Trees Lounge,Comedy Drama bar alcoholism independent film drinking 6.7
25784,Journey from the Fall,Drama vietnam independent film 5.0
52790,The Basket,Drama 6.5
100275,Eddie: The Sleepwalking Cannibal,Horror Comedy cannibal sleepwalking art teacher Det Danske Filminstitut Téléfilm Canada Fridthjof Film Make A Move 6.1
295914,Queen of the Mountains,Drama Action biography Kirghizfilm Aitysh Film 0.0
42033,Def-Con 4,Science Fiction post-apocalyptic dystopia canuxploitation New World Pictures Salter Street Films International 2.8
19187,The Hebrew Hammer,Action Comedy independent film ContentFilm Comedy Central Films 5.9
46415,Neal 'n' Nikki,Comedy Romance musical Yash Raj Films 2.3
38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Comedy duringcreditsstinger Silver Nitrate Films 3.2
27588,Forget Me Not,Drama Horror Romance independent film Capstone Entertainment Group Vindicated Pictures 5.0
223,Rebecca,Drama Mystery monte carlo based on novel age difference secret obsession bride cornwall love suspense rural setting devotion housekeeper death estate costume party film noir second wife Selznick International Pictures 7.7
9725,Friday the 13th Part 2,"Horror Thriller camping summer camp gore slasher b horror brisbane queensland Paramount Pictures Georgetown Productions, Inc. 6.0"
28580,The Lost Weekend,Drama desperation weekend delirium addiction alcoholism writer alcoholic bats suicidal thoughts low self esteem film noir paranoid Paramount 7.4
23730,C.H.U.D.,Horror Science Fiction monster mutant shower police blood splatter toxic independent film gore decapitation blood zombie new york city cannibal police detective flamethrower bum sewer police investigation nuclear waste hobo New World Pictures C.H.U.D. Productions 5.3
84197,Filly Brown,Drama 5.9
46256,The Lion of Judah,Adventure Animation Comedy Family palm sunday jerusalem judah bethlehem judah Sunrise Productions Animated Family Films Character Matters 5.8
19997,Niagara,Crime Drama Thriller clock tower infidelity self-defense waterfall delirium murder morgue tour guide fear pursuit hitchcockian screaming unconsciousness film noir adultress Twentieth Century Fox Film Corporation 6.7
43266,How Green Was My Valley,Drama wales rural setting coal mining Twentieth Century Fox Film Corporation 6.8
278316,Da Sweet Blood of Jesus,Thriller Comedy Romance 40 Acres & A Mule Filmworks 4.1
1412,"Sex, Lies, and Videotape",Drama sexual obsession sex sexuality camcorder spanner orgasm videoband longing safe sex interview voyeurism Miramax Films Outlaw Productions Virgin 6.7
